[BlackElo "1444"]
[Black "advantage fork master masterVsMaster middlegame short"]
f2f3 d6c5 g1h1 c5c4 1-0

[Event "001xO"]
[FEN "k1r1b3/p1r1nppp/1p1qpn2/2Np4/1P1P4/PQRBPN2/5PPP/2R3K1 w - - 0 19"]
[White "d3a6 b6c5 a6c8 c5c4"]
[White "1883"]
[WhiteElo "74"]
[Popularity "91"]
[BlackElo "931"]
[Black "crushing master masterVsMaster middlegame sacrifice short"]
d3a6 b6c5 a6c8 c5c4 1-0

[Event "001xl"]
[FEN "8/4R1k1/p5pp/3B4/5q2/8/5P1P/6K1 b - - 5 40"]
[White "g7f6 e7f7 f6e5 f7f4"]
[White "1209"]
[WhiteElo "80"]
[Popularity "94"]
[BlackElo "10586"]
[Black "advantage endgame master masterVsMaster short skewer superGM"]
g7f6 e7f7 f6e5 f7f4 1-0

[Event "00206"]
[FEN "r3kb1r/pppqpn1p/5p2/3p1bpQ/2PP4/4P1B1/PP3PPP/RN2KB1R w KQkq - 1 11"]
[White "b1c3 f5g4 h5g4 d7g4"]
[White "1635"]
[WhiteElo "75"]
[Popularity "96"]
[BlackElo "22640"]
[Black "advantage opening short trappedPiece"]
b1c3 f5g4 h5g4 d7g4 1-0

[Event "002CP"]
[FEN "r5k1/pp4pp/4p1q1/4p3/3n4/P5P1/1PP2Q1P/2KR1R2 w - - 4 24"]
[White "f2e3 g6c2"]
[White "955"]
[WhiteElo "78"]
[Popularity "69"]
[BlackElo "78"]
[Black "endgame mate mateIn1 oneMove queensideAttack"]
f2e3 g6c2 1-0

[Event "002Cw"]
[FEN "r7/2p2r1k/p2p1q1p/Pp1P4/1P2P3/2PQ4/6R1/R5K1 b - - 2 28"]
[White "f7g7 e4e5 f6g6 g2g6"]
[White "1120"]
[WhiteElo "76"]
[Popularity "95"]
[BlackElo "1938"]
[Black "crushing discoveredAttack endgame short"]
f7g7 e4e5 f6g6 g2g6 1-0

[Event "002E4"]
[FEN "8/8/kpq5/p4pQp/P7/7P/3r2P1/4R2K b - - 10 48"]
[White "c6a4 g5d2"]
[White "974"]
[WhiteElo "92"]
[Popularity "33"]
[BlackElo "42"]
[Black "crushing endgame hangingPiece oneMove"]
c6a4 g5d2 1-0

[Event "002IE"]
[FEN "r3brk1/5pp1/p1nqpn1p/P2pN3/2pP4/2P1PN2/5PPP/RB1QK2R b KQ - 4 16"]
[White "c6e5 d4e5 d6e7 e5f6"]
[White "1201"]
[WhiteElo "92"]
[Popularity "47"]
[BlackElo "24"]
[Black "advantage fork middlegame short"]
c6e5 d4e5 d6e7 e5f6 1-0

[Event "002KJ"]
[FEN "r3kb1r/ppq2ppp/4pn2/2Ppn3/1P4bP/2P2N2/P3BPP1/RNBQ1RK1 b kq - 2 10"]
[White "f8e7 f3e5 c7e5 e2g4"]
[White "1757"]
[WhiteElo "75"]
[Popularity "94"]
[BlackElo "918"]
[Black "crushing discoveredAttack middlegame short"]
f8e7 f3e5 c7e5 e2g4 1-0

[Event "002LF"]
[FEN "7r/p2q1pk1/1pp3p1/8/6P1/4Q3/PP1R1P1r/5KN1 b - - 0 38"]
[White "d7g4 e3e5 f7f6 e5c7 g7h6 c7h2"]
[White "2311"]
[WhiteElo "109"]
[Popularity "100"]
[BlackElo "29"]
[Black "advantage endgame interference long"]
d7g4 e3e5 f7f6 e5c7 g7h6 c7h2 1-0

[Event "002LW"]
[FEN "3r1rk1/1b1n1pp1/3p4/p4PPQ/4P3/3q1BN1/8/2R2RK1 b - - 1 28"]
[White "d7e5 f5f6 e5f3 f1f3"]
[White "2464"]
[WhiteElo "88"]
[Popularity "78"]
[BlackElo "111"]
[Black "advantage middlegame short"]
d7e5 f5f6 e5f3 f1f3 1-0

[Event "002O7"]
[FEN "r3qrk1/2p2pp1/p2bpn1p/2ppNb2/3P1P2/1PP1P1B1/P2N2PP/R2Q1RK1 b - - 0 14"]
[White "f5g4 e5g4 f6g4 d1g4"]
[White "976"]
[WhiteElo "91"]
[Popularity "91"]
[BlackElo "340"]
[Black "crushing middlegame short"]
f5g4 e5g4 f6g4 d1g4 1-0

[Event "002Tf"]
[FEN "r3kbnr/ppp1qppp/2n5/3pP3/5B2/4PQ2/PPP2PPP/RN2KB1R w KQkq - 1 7"]
[White "f1b5 e7b4 b1c3 b4b2"]
[White "1562"]
[WhiteElo "75"]
[Popularity "85"]
[BlackElo "162"]
[Black "advantage fork opening short"]
f1b5 e7b4 b1c3 b4b2 1-0

[Event "002Ua"]
[FEN "r4rk1/pp3ppp/3p1q2/P1P1p3/2B5/2B2n2/2P2P1P/R2Q1RK1 w - - 0 16"]
[White "g1h1 f6f4 d1f3 f4f3"]
[White "1759"]
[WhiteElo "75"]
[Popularity "95"]
[BlackElo "4363"]
[Black "crushing kingsideAttack middlegame short"]
g1h1 f6f4 d1f3 f4f3 1-0

[Event "002VP"]
[FEN "8/6p1/2B1bn2/6k1/3B4/6K1/4P3/8 b - - 4 44"]
[White "e6d5 d4f6 g5f5 c6d5"]
[White "1432"]
[WhiteElo "80"]
[Popularity "69"]
[BlackElo "128"]
[Black "crushing endgame short"]
e6d5 d4f6 g5f5 c6d5 1-0

[Event "002bK"]
[FEN "8/7p/2b1k3/p2p1pPB/1n1P3P/N1p1P3/4K3/8 b - - 1 42"]
[White "c6b5 a3b5 c3c2 e2d2"]
[White "1071"]
[WhiteElo "75"]
[Popularity "100"]
[BlackElo "350"]
[Black "advantage endgame hangingPiece short"]
c6b5 a3b5 c3c2 e2d2 1-0

[Event "002rd"]
[FEN "r6k/q1pb1p1p/1b3Pr1/p1ppP2Q/3P2p1/4B3/PP2NRPP/3R2K1 b - - 1 25"]
[White "d7e6 e2f4 c5d4 f4g6 f7g6 h5h6"]
[White "1812"]
[WhiteElo "74"]
[Popularity "78"]
[BlackElo "117"]
[Black "crushing kingsideAttack long middlegame pin"]
d7e6 e2f4 c5d4 f4g6 f7g6 h5h6 1-0

[Event "002uV"]
[FEN "r2r2k1/1p2qppp/2n1p3/5n2/p2P4/P2Q1N2/BP3PPP/2R1R1K1 w - - 4 20"]
[White "d3f5 e6f5 e1e7 c6e7"]
[White "1615"]
[WhiteElo "76"]
[Popularity "85"]
[BlackElo "65"]
[Black "advantage middlegame short"]
d3f5 e6f5 e1e7 c6e7 1-0

[Event "002xh"]
[FEN "2nk4/8/2PBp1n1/1pK1P1p1/1P4P1/8/8/8 b - - 2 42"]
[White "g6h4 c5b5 h4g2 b5a6 g2e3 a6b7"]
[White "2074"]
[WhiteElo "101"]
[Popularity "54"]
[BlackElo "27"]
[Black "crushing endgame long"]
g6h4 c5b5 h4g2 b5a6 g2e3 a6b7 1-0

[Event "0039T"]
[FEN "1r5r/p3kp2/4p2p/4P3/3R1Pp1/6P1/P1P4P/4K2R w K - 1 25"]
[White "d4a4 b8b1 e1f2 b1h1 a4a7 e7f8"]
[White "970"]
[WhiteElo "76"]
[Popularity "95"]
[BlackElo "575"]
[Black "crushing defensiveMove endgame long rookEndgame skewer"]
d4a4 b8b1 e1f2 b1h1 a4a7 e7f8 1-0

[Event "003IX"]
[FEN "8/3pk3/R7/1R2Pp1p/2PPnKr1/8/8/8 w - - 4 43"]
[White "f4f5 e4g3"]
[White "1743"]
[WhiteElo "83"]
[Popularity "88"]
[BlackElo "912"]
[Black "endgame mate mateIn1 oneMove"]
f4f5 e4g3 1-0

[Event "003Jb"]
[FEN "6k1/3bqr1p/2rpp1pR/p7/Pp1QP3/1B3P2/1PP3P1/2KR4 w - - 6 22"]
[White "d4a7 e7g5 c1b1 g5h6"]
[White "1044"]
[WhiteElo "76"]
[Popularity "90"]
[BlackElo "373"]
[Black "advantage fork middlegame short"]
d4a7 e7g5 c1b1 g5h6 1-0

[Event "003S3"]
[FEN "r4k1r/pNqnppb1/6pn/2p3Np/7P/2P2Q2/PP3PP1/R1B1K2R b KQ - 2 15"]
[White "a8b8 g5e6 f8g8 e6c7"]
[White "1386"]
[WhiteElo "76"]
[Popularity "96"]
[BlackElo "2483"]
[Black "advantage middlegame pin short"]
a8b8 g5e6 f8g8 e6c7 1-0

[Event "003Tx"]
[FEN "2r5/pR5p/5p1k/4p3/4r3/B4nPP/PP3P2/1K2R3 w - - 0 27"]
[White "e1e4 f3d2 b1a1 c8c1"]
[White "1547"]
[WhiteElo "89"]
[Popularity "82"]
[BlackElo "651"]
[Black "backRankMate endgame fork mate mateIn2 short"]
e1e4 f3d2 b1a1 c8c1 1-0

[Event "003UW"]
[FEN "8/6pk/7p/2p5/2qp4/5PP1/P3QK1P/8 b - - 1 40"]
[White "c4d5 e2e4 d5e4 f3e4"]
[White "1581"]
[WhiteElo "199"]
[Popularity "100"]
[BlackElo "32"]
[Black "advantage queenEndgame short"]
c4d5 e2e4 d5e4 f3e4 1-0

[Event "003YT"]
[FEN "r1bqk1nr/1pp2ppp/p1pb4/4p3/3PP3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6"]
[White "d8f6 d4e5 d6e5 c1g5 f6d6 f3e5 d6d1 f1d1"]
[White "1729"]
[WhiteElo "167"]
[Popularity "-60"]
[BlackElo "14"]
[Black "advantage fork opening veryLong"]
d8f6 d4e5 d6e5 c1g5 f6d6 f3e5 d6d1 f1d1 1-0

[Event "003eP"]
[FEN "8/r1b1q2k/2p3p1/2Pp4/1P2p1n1/2B1P3/NQ6/2K4R b - - 1 36"]
[White "h7g8 h1h8 g8f7 h8h7 f7e8 h7e7"]
[White "1157"]
[WhiteElo "79"]
[Popularity "88"]
[BlackElo "1747"]
[Black "crushing exposedKing long middlegame skewer"]
h7g8 h1h8 g8f7 h8h7 f7e8 h7e7 1-0

[Event "003jH"]
[FEN "rn3rk1/p5pp/3N4/4np1q/5Q2/1P3K2/PB1P2P1/2R4R w - - 0 25"]
[White "f3f2 e5d3 f2e3 d3f4 h1h5 f4h5"]
[White "1098"]
[WhiteElo "78"]
[Popularity "89"]
[BlackElo "280"]
[Black "crushing fork long middlegame"]
f3f2 e5d3 f2e3 d3f4 h1h5 f4h5 1-0

[Event "003jb"]
[FEN "r3kb1r/p4ppp/b1p1p3/3q4/3Q4/4BN2/PPP2PPP/R3K2R b KQkq - 0 11"]
[White "c6c5 d4a4 a6b5 a4b5"]
[White "973"]
[WhiteElo "75"]
[Popularity "97"]
[BlackElo "2127"]
[Black "crushing fork middlegame short"]
c6c5 d4a4 a6b5 a4b5 1-0

[Event "003jv"]
[FEN "1R6/1p2k2p/p2n2p1/4K3/8/6P1/P6P/8 w - - 10 37"]
[White "b8h8 d6f7 e5e4 f7h8"]
[White "1008"]
[WhiteElo "81"]
[Popularity "89"]
[BlackElo "334"]
[Black "crushing endgame fork short"]
b8h8 d6f7 e5e4 f7h8 1-0

[Event "003md"]
[FEN "r1b1k2N/ppp3pp/2n5/2bp4/7q/1B4n1/PPPP1P1P/RNBQ1RK1 w q - 0 10"]
[White "f1e1 g3e4 e1e4 d5e4 d1h5 h4h5 b3f7 h5f7"]
[White "2140"]
[WhiteElo "77"]
[Popularity "84"]
[BlackElo "202"]
[Black "crushing defensiveMove middlegame veryLong"]
f1e1 g3e4 e1e4 d5e4 d1h5 h4h5 b3f7 h5f7 1-0

[Event "003nQ"]
[FEN "6rk/pp6/2n5/3ppn1p/3p4/2P2P1q/PP3QNB/R4R1K w - - 2 29"]
[White "f1g1 f5g3 f2g3 g8g3"]
[White "1300"]
[WhiteElo "91"]
[Popularity "65"]
[BlackElo "25"]
[Black "crushing kingsideAttack master middlegame pin short"]
f1g1 f5g3 f2g3 g8g3 1-0

[Event "003o0"]
[FEN "r1bqk2r/pp1nbppp/3p4/1B1p4/3P1B2/8/PPP2PPP/R2QK1NR w KQkq - 2 9"]
[White "g1f3 d8a5 d1d2 a5b5"]
[White "1036"]
[WhiteElo "79"]
[Popularity "90"]
[BlackElo "640"]
[Black "advantage fork master opening short"]
g1f3 d8a5 d1d2 a5b5 1-0

[Event "003r5"]
[FEN "r2qr1k1/ppp2ppp/4b3/3P4/1nP2Q2/2N2N1P/PP3KP1/R4R2 w - - 1 15"]
[White "d5e6 b4d3 f2g1 d3f4"]
[White "1127"]
[WhiteElo "77"]
[Popularity "87"]
[BlackElo "853"]
[Black "crushing fork middlegame short"]
d5e6 b4d3 f2g1 d3f4 1-0

[Event "003wQ"]
[FEN "2r2rk1/6pp/3Q1q2/8/3N1B2/6P1/PP1K3P/R4b2 w - - 0 24"]
[White "a1f1 f6d6 f4d6 f8f1"]
[White "1944"]
[WhiteElo "76"]
[Popularity "91"]
[BlackElo "1507"]
[Black "advantage discoveredAttack middlegame pin short"]
a1f1 f6d6 f4d6 f8f1 1-0

[Event "0042j"]
[FEN "3r2k1/4nppp/pq1p1b2/1p2P3/2r2P2/2P1NR2/PP1Q2BP/3R2K1 b - - 0 24"]
[White "d6e5 d2d8 b6d8 d1d8"]
[White "472"]
[WhiteElo "106"]
[Popularity "93"]
[BlackElo "1077"]
[Black "backRankMate mate mateIn2 middlegame short"]
d6e5 d2d8 b6d8 d1d8 1-0

[Event "0045Q"]
[FEN "rnbqkb1r/pppp2pp/8/4P3/2B5/4p3/PPPP2PP/R1BQK1NR w KQkq - 0 7"]
[White "d1f3 d8h4 e1d1 h4c4"]
[White "1605"]
[WhiteElo "79"]
[Popularity "97"]
[BlackElo "20773"]
[Black "advantage fork opening short"]
d1f3 d8h4 e1d1 h4c4 1-0

[Event "0047P"]
[FEN "8/1N3k2/6p1/8/2P3P1/pr6/R5K1/8 w - - 1 56"]
[White "g2f1 b3b1 f1e2 b1b2 e2d1 b2a2"]
[White "1777"]
[WhiteElo "76"]
[Popularity "86"]
[BlackElo "81"]
[Black "crushing endgame exposedKing fork long"]
g2f1 b3b1 f1e2 b1b2 e2d1 b2a2 1-0

[Event "0048h"]
[FEN "4r3/p5k1/2p2R1p/2Pp4/1P1pr1P1/P6P/8/3R3K w - - 1 35"]
[White "f6c6 e4e1 d1e1 e8e1 h1g2 d4d3"]
[White "1195"]
[WhiteElo "78"]
[Popularity "91"]
[BlackElo "55"]
[Black "crushing endgame exposedKing long rookEndgame"]
f6c6 e4e1 d1e1 e8e1 h1g2 d4d3 1-0

[Event "004Ao"]
[FEN "4qk2/1b3rR1/p7/1p2Q3/4P2P/P2P3K/2r5/3R4 w - - 5 41"]
[White "g7f7 e8f7 e5h8 f8e7"]
[White "1735"]
[WhiteElo "99"]
[Popularity "86"]
[BlackElo "19"]
[Black "advantage endgame short"]
g7f7 e8f7 e5h8 f8e7 1-0

[Event "004Ax"]
[FEN "8/8/4R1kp/p7/5rPK/8/7P/8 b - - 2 42"]
[White "g6f7 e6h6 f4f6 h6h7 f7g6 h7a7"]
[White "1942"]
[WhiteElo "74"]
[Popularity "95"]
[BlackElo "206"]
[Black "crushing endgame exposedKing long rookEndgame"]
g6f7 e6h6 f4f6 h6h7 f7g6 h7a7 1-0

[Event "004BW"]
[FEN "r1bk2r1/ppq2pQp/3bpn2/1BpnN3/5P2/1P6/PBPP2PP/RN2K2R w KQ - 3 13"]
[White "e5f7 d8e7 g7g8 f6g8"]
[White "1698"]
[WhiteElo "74"]
[Popularity "91"]
[BlackElo "1045"]
[Black "advantage middlegame short"]
e5f7 d8e7 g7g8 f6g8 1-0

[Event "004JD"]
[FEN "3r4/R7/2p5/p1P2p2/1p4k1/nP6/P2KNP2/8 w - - 3 41"]
[White "d2e3 a3c2"]
[White "1339"]
[WhiteElo "75"]
[Popularity "98"]
[BlackElo "1278"]
[Black "endgame mate mateIn1 oneMove"]
d2e3 a3c2 1-0

[Event "004LZ"]
[FEN "8/7R/5p2/p7/7P/2p5/3k2r1/1K2N3 w - - 3 48"]
[White "e1g2 c3c2 b1a2 c2c1q h7d7 d2e2"]
[White "1154"]
[WhiteElo "77"]
[Popularity "91"]
[BlackElo "1923"]
[Black "advancedPawn crushing defensiveMove deflection endgame long promotion"]
e1g2 c3c2 b1a2 c2c1q h7d7 d2e2 1-0

[Event "004Op"]
[FEN "2kr2r1/1bp4n/1pq1p2p/p1P5/1P3B2/P6P/5RP1/RB2Q1K1 w - - 3 26"]
[White "e1f1 d8d1 f1d1 g8g2 g1f1 g2g1 f1e2 g1d1"]
[White "2165"]
[WhiteElo "76"]
[Popularity "91"]
[BlackElo "1114"]
[Black "crushing deflection kingsideAttack middlegame pin sacrifice skewer veryLong"]
e1f1 d8d1 f1d1 g8g2 g1f1 g2g1 f1e2 g1d1 1-0

[Event "004RF"]
[FEN "5rk1/5ppp/1p6/1qp2P1Q/3p3P/6R1/6PK/8 b - - 0 30"]
[White "c5c4 g3g7 g8g7 f5f6 g7f6 h5b5"]
[White "1764"]
[WhiteElo "79"]
[Popularity "81"]
[BlackElo "47"]
[Black "attraction crushing discoveredAttack endgame long sacrifice"]
c5c4 g3g7 g8g7 f5f6 g7f6 h5b5 1-0

[Event "004X6"]
[FEN "1r4k1/p4ppp/2Q5/3pq3/8/P6P/2PR1PP1/Rr4K1 w - - 1 26"]
[White "a1b1 b8b1 d2d1 b1d1"]
[White "1176"]
[WhiteElo "278"]
[Popularity "83"]
[BlackElo "11"]
[Black "endgame mate mateIn2 short"]
a1b1 b8b1 d2d1 b1d1 1-0

[Event "004Ys"]
[FEN "r4rk1/3q1pbp/p1n1p1p1/2p3NP/1p3B2/3P3Q/PPP3P1/R3R1K1 b - - 2 19"]
[White "d7d4 f4e3 d4f6 e1f1 f6e5 h5g6 e5e3 h3e3"]
[White "2315"]
[WhiteElo "88"]
[Popularity "87"]
[BlackElo "255"]
[Black "advantage defensiveMove middlegame veryLong"]
d7d4 f4e3 d4f6 e1f1 f6e5 h5g6 e5e3 h3e3 1-0

[Event "004d8"]
[FEN "8/4kr2/R2p4/1p1Pp1p1/5p2/3K1P2/PPP5/8 b - - 0 39"]
[White "g5g4 a6a7 e7f6 a7f7 f6f7 f3g4"]
[White "1626"]
[WhiteElo "79"]
[Popularity "87"]
[BlackElo "97"]
[Black "crushing endgame long rookEndgame"]
g5g4 a6a7 e7f6 a7f7 f6f7 f3g4 1-0

[Event "004iZ"]
[FEN "r2r2k1/2q1bpp1/3p1n1p/1ppN4/1P1BP3/P5Q1/4RPPP/R5K1 b - - 1 20"]
[White "f6d5 g3g7"]
[White "583"]
[WhiteElo "78"]
[Popularity "98"]
[BlackElo "716"]
[Black "kingsideAttack mate mateIn1 middlegame oneMove"]
f6d5 g3g7 1-0

[Event "004kB"]
[FEN "4rr1k/pQpn2pp/3p1q2/8/8/2P5/PP3PPP/RN3RK1 w - - 1 16"]
[White "b7c7 f6f2 f1f2 e8e1 f2f1 e1f1"]
[White "1173"]
[WhiteElo "76"]
[Popularity "92"]
[BlackElo "88"]
[Black "kingsideAttack long mate mateIn3 middlegame sacrifice"]
b7c7 f6f2 f1f2 e8e1 f2f1 e1f1 1-0

[Event "004nd"]
[FEN "3q2k1/2r5/pp3p1Q/2b1n3/P3N3/2P5/1P4PP/R6K b - - 0 24"]
[White "c7d7 e4f6 d8f6 h6f6"]
[White "898"]
[WhiteElo "75"]
[Popularity "83"]
[BlackElo "204"]
[Black "crushing fork middlegame short"]
c7d7 e4f6 d8f6 h6f6 1-0

[Event "004sY"]
[FEN "8/2k3n1/3p2p1/1KpP2Pp/2P4P/7B/8/8 w - - 0 57"]
[White "b5a6 c7d8 a6b5 g7f5"]
[White "2191"]
[WhiteElo "95"]
[Popularity "68"]
[BlackElo "30"]
[Black "crushing endgame short"]
